Taxa Code,NAME with AUTHOR,Species Name,GENUS,SPECIES,INFRASPECIES_RANK,INFRASPECIES,AUTHOR,FAMILY,VOLUME_REFERENCE,NSL_ID,,
nembrosa,"Nembrotha rosannulata Pola, Cervera & Gosliner, 2008",Nembrotha rosannulata,Nembrotha,rosannulata,,,"Pola, Cervera & Gosliner, 2008",,,,,
acanlute,"Acanthodoris lutea MacFarland, 1925",Acanthodoris lutea,Acanthodoris,lutea,,,"MacFarland, 1925",,,,,
gymnsp5,Gymnodoris sp. 5.,Gymnodoris sp. 5.,Gymnodoris,sp. 5.,,,,,,,,
tritbaye,"Tritonia bayeri Marcus & Marcus, 1967",Tritonia bayeri,Tritonia,bayeri,,,"Marcus & Marcus, 1967",,,,,
sakuenos,"Sakuraeolis enosimensis (Baba, 1930)",Sakuraeolis enosimensis,Sakuraeolis,enosimensis,,,"(Baba, 1930)",,,,,
nemblin,"Nembrotha lineolata Bergh, 1905.",Nembrotha lineolata,Nembrotha,lineolata,,,"Bergh, 1905.",,,,,
glossp1,Glossodoris sp. 1.,Glossodoris sp. 1.,Glossodoris,sp. 1.,,,,,,,,
rhodsp1,Rhodope sp. 1,Rhodope sp. 1,Rhodope,sp. 1,,,,,,,,
philgigl,"Philinopsis gigliolii Tapparone-Canefri, 1874",Philinopsis gigliolii,Philinopsis,gigliolii,,,"Tapparone-Canefri, 1874",,,,,
cadljapo,"Cadlina japonica Baba, 1937",Cadlina japonica,Cadlina,japonica,,,"Baba, 1937",,,,,
stilorna,"Stiliger ornatus Ehrenberg, 1828",Stiliger ornatus,Stiliger,ornatus,,,"Ehrenberg, 1828",,,,,
crimcone,"Crimora coneja  Marcus, 1961",Crimora coneja,Crimora,coneja,,,"Marcus, 1961",,,,,
janonovo,"Janolus novozealandicus   (Eliot, 1907)",Janolus novozealandicus,Janolus,novozealandicus,,,"(Eliot, 1907)",,,,,
noumdecu,"Noumea decussata Risbec, 1928",Noumea decussata,Noumea,decussata,,,"Risbec, 1928",,,,,
chrotasm,"Chromodoris tasmaniensis Bergh, 1905",Chromodoris tasmaniensis,Chromodoris,tasmaniensis,,,"Bergh, 1905",,,,,
chelcfam,Chelidonura cf. amoena,Chelidonura cf. amoena,Chelidonura,cf. amoena,,,,,,,,
vaysfeli,"Vayssierea felis  (Collingwood, 1881)",Vayssierea felis,Vayssierea,felis,,,"(Collingwood, 1881)",,,,,
janosp11,Janolus sp. 11,Janolus sp. 11,Janolus,sp. 11,,,,,,,,
phyllir,"Phylliroe bucephalum Peron & Lesueur, 1810",Phylliroe bucephalum,Phylliroe,bucephalum,,,"Peron & Lesueur, 1810",,,,,
mexifest,"Mexichromis festiva (Angas, 1864)",Mexichromis festiva,Mexichromis,festiva,,,"(Angas, 1864)",,,,,
aglajidsp5,Aglajid sp. 5,Aglajid sp. 5,Aglajid,sp. 5,,,,,,,,
dendlact,"Dendronotus lacteus  (Thompson, 1840)",Dendronotus lacteus,Dendronotus,lacteus,,,"(Thompson, 1840)",,,,,
hallpaul,"Hallaxa paulinae Gosliner & Johnson, 1994",Hallaxa paulinae,Hallaxa,paulinae,,,"Gosliner & Johnson, 1994",,,,,
japonipp,"Japonacteon nipponensis (Yamakawa, 1911)",Japonacteon nipponensis,Japonacteon,nipponensis,,,"(Yamakawa, 1911)",,,,,
thurundu,"Thuridilla undula Gosliner, 1995",Thuridilla undula,Thuridilla,undula,,,"Gosliner, 1995",,,,,
hypssp6,Hypselodoris sp. 6,Hypselodoris sp. 6,Hypselodoris,sp. 6,,,,,,,,
phylgosl,"Phyllidia goslineri Brunckhorst, 1993",Phyllidia goslineri,Phyllidia,goslineri,,,"Brunckhorst, 1993",,,,,
eubrpall,"Eubranchus pallidus (Alder & Hancock, 1842)",Eubranchus pallidus,Eubranchus,pallidus,,,"(Alder & Hancock, 1842)",,,,,
cuthconc,"Cuthona concinna (Alder & Hancock, 1843)",Cuthona concinna,Cuthona,concinna,,,"(Alder & Hancock, 1843)",,,,,
pleucale,"Pleurobranchus caledonicus Risbec, 1928",Pleurobranchus caledonicus,Pleurobranchus,caledonicus,,,"Risbec, 1928",,,,,
thurflav,"Thuridilla flavomaculata Gosliner, 1995",Thuridilla flavomaculata,Thuridilla,flavomaculata,,,"Gosliner, 1995",,,,,
flabfalk,"Flabellina falklandica (Eliot, 1907)",Flabellina falklandica,Flabellina,falklandica,,,"(Eliot, 1907)",,,,,
dendron,Dendronotus sp. 1,Dendronotus sp. 1,Dendronotus,sp. 1,,,,,,,,
doripels,"Doriopsilla pelseneeri dOliveira, 1895",Doriopsilla pelseneeri,Doriopsilla,pelseneeri,,,"dOliveira, 1895",,,,,
phyllodsp10,Phyllodesmium sp. 10,Phyllodesmium sp. 10,Phyllodesmium,sp. 10,,,,,,,,
tambsimp,"Tambja simplex Ortea & Moro, 1998",Tambja simplex,Tambja,simplex,,,"Ortea & Moro, 1998",,,,,
phylanna,"Phyllidiopsis annae Brunckhorst, 1993",Phyllidiopsis annae,Phyllidiopsis,annae,,,"Brunckhorst, 1993",,,,,
phylbaba,"Phyllidia babai Brunckhorst, 1993",Phyllidia babai,Phyllidia,babai,,,"Brunckhorst, 1993",,,,,
eubrrube,"Eubranchus rubeolus Burn, 1964",Eubranchus rubeolus,Eubranchus,rubeolus,,,"Burn, 1964",,,,,
hypssp7,Hypselodoris sp. 7,Hypselodoris sp. 7,Hypselodoris,sp. 7,,,,,,,,
dermsp5,Dermatobranchus sp. 5,Dermatobranchus sp. 5,Dermatobranchus,sp. 5,,,,,,,,
denddive,"Dendronotus diversicolor Robilliard, 1970",Dendronotus diversicolor,Dendronotus,diversicolor,,,"Robilliard, 1970",,,,,
chelhiru,"Chelidonura hirundinina (Quoy & Gaimard, 1832)",Chelidonura hirundinina,Chelidonura,hirundinina,,,"(Quoy & Gaimard, 1832)",,,,,
baptmime,"Baptodoris mimetica Gosliner, 1991",Baptodoris mimetica,Baptodoris,mimetica,,,"Gosliner, 1991",,,,,
heroform,"Hero formosa Loven, 1841",Hero formosa,Hero,formosa,,,"Loven, 1841",,,,,
marihawa,"Marionia hawaiiensis  (Pease, 1860)",Marionia hawaiiensis,Marionia,hawaiiensis,,,"(Pease, 1860)",,,,,
volvlagu,"Vovatella laguncula Sowerby, 1894",Vovatella laguncula,Vovatella,laguncula,,,"Sowerby, 1894",,,,,
polyhedg,"Polycera hedgpethi Marcus, 1964",Polycera hedgpethi,Polycera,hedgpethi,,,"Marcus, 1964",,,,,
armicyg,"Armina cygnea (Bergh, 1876)",Armina cygnea,Armina,cygnea,,,"(Bergh, 1876)",,,,,
callbell,"Calliopaea bellula  Orbigny, 1837",Calliopaea bellula,Calliopaea,bellula,,,"Orbigny, 1837",,,,,
noalexig,"Noalda exigua  (Hedley, 1912)",Noalda exigua,Noalda,exigua,,,"(Hedley, 1912)",,,,,
janosp10,Janolus sp 10,Janolus sp 10,Janolus,sp 10,,,,,,,,
trapline,"Trapania lineata Haefelfinger, 1960",Trapania lineata,Trapania,lineata,,,"Haefelfinger, 1960",,,,,
stilfusc,"Stiliger fuscovittatus Lance, 1962",Stiliger fuscovittatus,Stiliger,fuscovittatus,,,"Lance, 1962",,,,,
aglajidsp4,Aglajid sp. 4,Aglajid sp. 4,Aglajid,sp. 4,,,,,,,,
facerubr,"Facelina rubrovittata (A. Costa, 1866)",Facelina rubrovittata,Facelina,rubrovittata,,,"(A. Costa, 1866)",,,,,
costcfkuro,Costasiella cf. kuroshimae,Costasiella cf. kuroshimae,Costasiella,cf. kuroshimae,,,,,,,,
dinidubi,"Diniatys dubia (Schepman, 1913)",Diniatys dubia,Diniatys,dubia,,,"(Schepman, 1913)",,,,,
aglafeli,"Aglaja felis Marcus & Marcus, 1970",Aglaja felis,Aglaja,felis,,,"Marcus & Marcus, 1970",,,,,
phessp1,Phestilla sp. 1.,Phestilla sp. 1.,Phestilla,sp. 1.,,,,,,,,
chelafri,"Chelidonura africana  Pruvot-Fol, 1953",Chelidonura africana,Chelidonura,africana,,,"Pruvot-Fol, 1953",,,,,
limaorna,"Limacia ornata (Baba, 1937)",Limacia ornata,Limacia,ornata,,,"(Baba, 1937)",,,,,
noalsp2,Noalda sp. 2,Noalda sp. 2,Noalda,sp. 2,,,,,,,,
dendbehr,"Dendrodoris behrensi Millen & Bertsch, 2005",Dendrodoris behrensi,Dendrodoris,behrensi,,,"Millen & Bertsch, 2005",,,,,
phyllich,"Phylliroe lichtensteini (Eschscholtz, 1825 )",Phylliroe lichtensteini,Phylliroe,lichtensteini,,,"(Eschscholtz, 1825 )",,,,,
armimuel,"Armina muelleri (von Ihering, 1886)",Armina muelleri,Armina,muelleri,,,"(von Ihering, 1886)",,,,,
tritfryd,Tritoniopsis frydis Marcus & Marcus 1970,Tritoniopsis frydis,Tritoniopsis,frydis,,,Marcus & Marcus 1970,,,,,
polyauri,"Polycera aurisula Marcus, 1957",Polycera aurisula,Polycera,aurisula,,,"Marcus, 1957",,,,,
scylpel,"Scyllaea pelagica Linnaeus, 1758",Scyllaea pelagica,Scyllaea,pelagica,,,"Linnaeus, 1758",,,,,
polyviri,"Polybranchia viridis (Deshayes, 1857)",Polybranchia viridis,Polybranchia,viridis,,,"(Deshayes, 1857)",,,,,
hermcras,"Hermissenda crassicornis (Eschscholtz, 1831)",Hermissenda crassicornis,Hermissenda,crassicornis,,,"(Eschscholtz, 1831)",,,,,
tritbell,"Tritoniella belli Eliot, 1907",Tritoniella belli,Tritoniella,belli,,,"Eliot, 1907",,,,,
dermotom,"Dermatobranchus otome Baba, 1992",Dermatobranchus otome,Dermatobranchus,otome,,,"Baba, 1992",,,,,
dotokya,"Doto kya Marcus, 1961",Doto kya,Doto,kya,,,"Marcus, 1961",,,,,
hypsagas,"Hypselodoris agassizii (Bergh, 1894)",Hypselodoris agassizii,Hypselodoris,agassizii,,,"(Bergh, 1894)",,,,,
spurmacl,"Spurilla macleayi (Angas, 1864)",Spurilla macleayi,Spurilla,macleayi,,,"(Angas, 1864)",,,,,
chrowill,"Chromodoris willani Rudman, 1982",Chromodoris willani,Chromodoris,willani,,,"Rudman, 1982",,,,,
flabdana,"Flabellina dana Millen & Hamann, 2006",Flabellina dana,Flabellina,dana,,,"Millen & Hamann, 2006",,,,,
jorualis,"Jorunna alisonae Marcus, 1976",Jorunna alisonae,Jorunna,alisonae,,,"Marcus, 1976",,,,,
noumcfniva,"Noumea cf. nivalis Baba, 1937",Noumea cf. nivalis,Noumea,cf. nivalis,,,"Baba, 1937",,,,,
aphevari,"Aphelodoris varia (Abraham, 1877)",Aphelodoris varia,Aphelodoris,varia,,,"(Abraham, 1877)",,,,,
flabnobi,"Flabellina nobilis (Verrill, 1880)",Flabellina nobilis,Flabellina,nobilis,,,"(Verrill, 1880)",,,,,
limesp2,Limenandra sp. 2,Limenandra sp. 2,Limenandra,sp. 2,,,,,,,,
halgform,"Halgerda formosa Bergh, 1880",Halgerda formosa,Halgerda,formosa,,,"Bergh, 1880",,,,,
nembsp15,Nembrotha sp. 15,Nembrotha sp. 15,Nembrotha,sp. 15,,,,,,,,
glostibb,"Glossodoris tibboeli Valdés & Adams, 2005",Glossodoris tibboeli,Glossodoris,tibboeli,,,"Valdés & Adams, 2005",,,,,
ringdoli,"Ringicula doliaris Gould, 1860",Ringicula doliaris,Ringicula,doliaris,,,"Gould, 1860",,,,,
chelsand,"Chelidonura sandrana Rudman, 1973",Chelidonura sandrana,Chelidonura,sandrana,,,"Rudman, 1973",,,,,
dermalbu,"Dermatobranchus albus (Eliot, 1904)",Dermatobranchus albus,Dermatobranchus,albus,,,"(Eliot, 1904)",,,,,
bertorna,"Berthella ornata (Cheeseman, 1878)",Berthella ornata,Berthella,ornata,,,"(Cheeseman, 1878)",,,,,
thormont,"Thorunna montrouzieri Rudman, 1995",Thorunna montrouzieri,Thorunna,montrouzieri,,,"Rudman, 1995",,,,,
siphsp1,Siphopteron sp. 1.,Siphopteron sp. 1.,Siphopteron,sp. 1.,,,,,,,,
noumpur2,Noumea purpurea colour group,Noumea purpurea colour group,Noumea,purpurea,,colour group,,,,,,
trapcirr,"Trapania cirrita Gosliner & Fahey, 2008",Trapania cirrita,Trapania,cirrita,,,"Gosliner & Fahey, 2008",,,,,
tambsp10,Tambja sp. 10,Tambja sp. 10,Tambja,sp. 10,,,,,,,,
glospoli,"Glossodoris poliahu  Bertsch & Gosliner, 1989",Glossodoris poliahu,Glossodoris,poliahu,,,"Bertsch & Gosliner, 1989",,,,,
eubrinab,"Eubranchus inabai Baba, 1964",Eubranchus inabai,Eubranchus,inabai,,,"Baba, 1964",,,,,
tylofung,"Tylodina fungina Gabb, 1865",Tylodina fungina,Tylodina,fungina,,,"Gabb, 1865",,,,,
cratcfaffi,Cratena cf. affinis,Cratena cf. affinis,Cratena,cf. affinis,,,,,,,,
phylcfannu,Phyllidiella cf. annulata,Phyllidiella cf. annulata,Phyllidiella,cf. annulata,,,,,,,,
saganigr,"Sagaminopteron nigropunctatum Carlson & Hoff, 1973",Sagaminopteron nigropunctatum,Sagaminopteron,nigropunctatum,,,"Carlson & Hoff, 1973",,,,,
okencoch,"Okenia cochimi Gosliner and Bertsch, 2004",Okenia cochimi,Okenia,cochimi,,,"Gosliner and Bertsch, 2004",,,,,
elyspil,"Elysia pilosa Risbec, 1928",Elysia pilosa,Elysia,pilosa,,,"Risbec, 1928",,,,,
maxahanc,"Maxacteon hancocki Rudman, 1971",Maxacteon hancocki,Maxacteon,hancocki,,,"Rudman, 1971",,,,,
phylpolk,"Phyllidia polkadotsa Brunckhorst, 1993",Phyllidia polkadotsa,Phyllidia,polkadotsa,,,"Brunckhorst, 1993",,,,,
bertplum,"Berthella plumula  (Montagu, 1803)",Berthella plumula,Berthella,plumula,,,"(Montagu, 1803)",,,,,
aeolcfheli,Unidentified aeolidiid - sp. 1,Unidentified aeolidiid sp 1,Unidentified aeolidiid,sp 1,,,,,,,,
trapsp9,Trapania sp. 9,Trapania sp. 9,Trapania,sp. 9,,,,,,,,
cuthsp5,Cuthona sp. 5,Cuthona sp. 5,Cuthona,sp. 5,,,,,,,,
pisegabi,"Piseinotecus gabinierei (Vicente, 1975)",Piseinotecus gabinierei,Piseinotecus,gabinierei,,,"(Vicente, 1975)",,,,,
aglajidsp11,Aglajid sp. 11,Aglajid sp. 11,Aglajid,sp. 11,,,,,,,,
chrogemi,"Chromodoris geminus Rudman, 1987",Chromodoris geminus,Chromodoris,geminus,,,"Rudman, 1987",,,,,
rictpunc,"Rictaxis punctocaelatus (Carpenter, 1864)",Rictaxis punctocaelatus,Rictaxis,punctocaelatus,,,"(Carpenter, 1864)",,,,,
notapunc,"Notarchus punctatus Philippi, 1836",Notarchus punctatus,Notarchus,punctatus,,,"Philippi, 1836",,,,,
marirubr,"Marionia rubra (Ruppell & Leuckart, 1831)",Marionia rubra,Marionia,rubra,,,"(Ruppell & Leuckart, 1831)",,,,,
mexicfma,Mexichromis cf. mariei,Mexichromis cf. mariei,Mexichromis,cf. mariei,,,,,,,,
lailcock,"Limacia cockerelli (MacFarland, 1905)",Limacia cockerelli,Limacia,cockerelli,,,"(MacFarland, 1905)",,,,,
ceraallen,"Ceratosoma alleni Gosliner,  1996",Ceratosoma alleni,Ceratosoma,alleni,,,"Gosliner, 1996",,,,,
elyspus2,Elysiella pusilla cylindrical form,Elysiella pusilla cylindrical form,Elysiella,pusilla cylindrical form,,,,,,,,
hermbifi,"Hermaea bifida (Montagu, 1815)",Hermaea bifida,Hermaea,bifida,,,"(Montagu, 1815)",,,,,
stilsmar,"Stiliger smaragdinus Baba,  1949",Stiliger smaragdinus,Stiliger,smaragdinus,,,"Baba, 1949",,,,,
aegialbo,"Aegires albopunctatus Macfarland, 1905",Aegires albopunctatus,Aegires,albopunctatus,,,"Macfarland, 1905",,,,,
bornjapo,"Bornella japonica Baba, 1949",Bornella japonica,Bornella,japonica,,,"Baba, 1949",,,,,
chrorubr,"Chromodoris rubrocornuta Rudman, 1985",Chromodoris rubrocornuta,Chromodoris,rubrocornuta,,,"Rudman, 1985",,,,,
hypsemma,"Hypselodoris emma Rudman, 1977",Hypselodoris emma,Hypselodoris,emma,,,"Rudman, 1977",,,,,
colgpaci,"Colga pacifica (Bergh, 1894)",Colga pacifica,Colga,pacifica,,,"(Bergh, 1894)",,,,,
phylcfvari,Phyllidia cf. varicosa,Phyllidia cf. varicosa,Phyllidia,cf. varicosa,,,,,,,,
tripspon,"Atagema spongiosa  (Kelaart, 1858)",Atagema spongiosa,Atagema,spongiosa,,,"(Kelaart, 1858)",,,,,
atyssemi,"Atys semistriata Pease, 1860",Atys semistriata,Atys,semistriata,,,"Pease, 1860",,,,,
favosp3,Favorinus sp. 3,Favorinus sp. 3,Favorinus,sp. 3,,,,,,,,
atagsp1,Atagema sp. 1,Atagema sp. 1,Atagema,sp. 1,,,,,,,,
cerabrev,"Ceratosoma brevicaudatum Abraham, 1876",Ceratosoma brevicaudatum,Ceratosoma,brevicaudatum,,,"Abraham, 1876",,,,,
cyerpavo,"Cyerce pavonina Bergh, 1888",Cyerce pavonina,Cyerce,pavonina,,,"Bergh, 1888",,,,,
janoprae,"Janolus praeclarus (Bouchet, 1975)",Janolus praeclarus,Janolus,praeclarus,,,"(Bouchet, 1975)",,,,,
placden1,Placida dendritica Southeastern Australia,Placida dendritica Southeastern Australia,Placida,dendritica,,Southeastern Australia,,,,,,
hoplestr,"Hoplodoris estrelyado Gosliner & Behrens, 1998",Hoplodoris estrelyado,Hoplodoris,estrelyado,,,"Gosliner & Behrens, 1998",,,,,
hypsolga,"Hypselodoris olgae Ortea & Bacallado, 2007",Hypselodoris olgae,Hypselodoris,olgae,,,"Ortea & Bacallado, 2007",,,,,
thorhalo,"Thorunna halourga  Johnson & Gosliner, 2001",Thorunna halourga,Thorunna,halourga,,,"Johnson & Gosliner, 2001",,,,,
pleusp1,Pleurobranchus sp. 1,Pleurobranchus sp. 1,Pleurobranchus,sp. 1,,,,,,,,
trapdalv,"Trapania dalva Marcus, 1972",Trapania dalva,Trapania,dalva,,,"Marcus, 1972",,,,,
platmacu,"Platydoris maculata  Bouchet, 1977",Platydoris maculata,Platydoris,maculata,,,"Bouchet, 1977",,,,,
flabcfpeda,Flabellina cf. pedata,Flabellina cf. pedata,Flabellina,cf. pedata,,,,,,,,
cerasp1,Ceratosoma sp. 1,Ceratosoma sp. 1,Ceratosoma,sp. 1,,,,,,,,
elyscftome,Elysia cf. tomentosa,Elysia cf. tomentosa,Elysia,cf. tomentosa,,,,,,,,
siphnigr,"Siphopteron nigromarginatum Gosliner, 1989",Siphopteron nigromarginatum,Siphopteron,nigromarginatum,,,"Gosliner, 1989",,,,,
polypall,"Polybranchia pallens (Burn, 1957)",Polybranchia pallens,Polybranchia,pallens,,,"(Burn, 1957)",,,,,
dotoamyr,"Doto amyra Marcus, 1961",Doto amyra,Doto,amyra,,,"Marcus, 1961",,,,,
hypsapol,"Hypselodoris apolegma (Yonow, 2001)",Hypselodoris apolegma,Hypselodoris,apolegma,,,"(Yonow, 2001)",,,,,
chelsp7,Chelidonura sp. 7,Chelidonura sp. 7,Chelidonura,sp. 7,,,,,,,,
dorisp12,Doris sp. 12,Doris sp. 12,Doris,sp. 12,,,,,,,,
philaeci,"Philinopsis aeci Ortea & Espinosa, 2001",Philinopsis aeci,Philinopsis,aeci,,,"Ortea & Espinosa, 2001",,,,,
ercofusc,"Ercolania fuscata (Gould, 1870)",Ercolania fuscata,Ercolania,fuscata,,,"(Gould, 1870)",,,,,
ercofeli,"Ercolania felina (Hutton, 1882)",Ercolania felina,Ercolania,felina,,,"(Hutton, 1882)",,,,,
dermsp9,Dermatobranchus sp. 9,Dermatobranchus sp. 9,Dermatobranchus,sp. 9,,,,,,,,
hypsjack,"Hypselodoris jacksoni Wilson & Willan, 2007",Hypselodoris jacksoni,Hypselodoris,jacksoni,,,"Wilson & Willan, 2007",,,,,
aldiande,"Aldisa andersoni Gosliner & Behrens, 2004",Aldisa andersoni,Aldisa,andersoni,,,"Gosliner & Behrens, 2004",,,,,
dendrobu,"Dendronotus robustus Verrill, 1870",Dendronotus robustus,Dendronotus,robustus,,,"Verrill, 1870",,,,,
homojapo,"Homoiodoris japonica  Bergh, 1882",Homoiodoris japonica,Homoiodoris,japonica,,,"Bergh, 1882",,,,,
aglatric,"Aglaja tricolorata Renier, 1807",Aglaja tricolorata,Aglaja,tricolorata,,,"Renier, 1807",,,,,
dendrufu,"Dendronotus rufus ODonoghue, 1921",Dendronotus rufus,Dendronotus,rufus,,,"ODonoghue, 1921",,,,,
chrosp11,Chromodoris sp. 11,Chromodoris sp. 11,Chromodoris,sp. 11,,,,,,,,
aplysioidea,Aplysioidea,Aplysioidea,Aplysioidea,,,, ,,,,,
costform,"Costasiella formicaria (Baba, 1959)",Costasiella formicaria,Costasiella,formicaria,,,"(Baba, 1959)",,,,,
phylschu,"Phyllidia schupporum Fahrner & Schrödl, 2000",Phyllidia schupporum,Phyllidia,schupporum,,,"Fahrner & Schrödl, 2000",,,,,
ceraamoe,"Ceratosoma amoenum (Cheeseman, 1886)",Ceratosoma amoenum,Ceratosoma,amoenum,,,"(Cheeseman, 1886)",,,,,
cuthcaer,"Cuthona caerulea (Montagu, 1804)",Cuthona caerulea,Cuthona,caerulea,,,"(Montagu, 1804)",,,,,
hypsinsu,"Hypselodoris insulana Gosliner & Johnson, 1999",Hypselodoris insulana,Hypselodoris,insulana,,,"Gosliner & Johnson, 1999",,,,,
elysflav,"Elysia flava Verrill, 1901",Elysia flava,Elysia,flava,,,"Verrill, 1901",,,,,
polyatra,"Polycera atra MacFarland, 1905",Polycera atra,Polycera,atra,,,"MacFarland, 1905",,,,,
cuthmill,"Cuthona millenae Hermosillo & Valdes, 2007",Cuthona millenae,Cuthona,millenae,,,"Hermosillo & Valdes, 2007",,,,,
tarihalg,"Taringa halgerda Gosliner & Behrens, 1998",Taringa halgerda,Taringa,halgerda,,,"Gosliner & Behrens, 1998",,,,,
caldalbo,"Caldukia albolineata  Miller, 1970",Caldukia albolineata,Caldukia,albolineata,,,"Miller, 1970",,,,,
chrolute,"Chromodoris luteorosea (von Rapp, 1827)",Chromodoris luteorosea,Chromodoris,luteorosea,,,"(von Rapp, 1827)",,,,,
okenechi,"Okenia echinata Baba, 1949",Okenia echinata,Okenia,echinata,,,"Baba, 1949",,,,,
gastvesp,Gastropteron vespertilium Gosliner & Armes 1984,Gastropteron vespertilium,Gastropteron,vespertilium,,,Gosliner & Armes 1984,,,,,
meximult,"Mexichromis multituberculata (Baba, 1953)",Mexichromis multituberculata,Mexichromis,multituberculata,,,"(Baba, 1953)",,,,,
akeroidea,Akeroidea,Akeroidea,Akeroidea,,,, ,,,,,
polyquad,"Polycera quadrilineata (Muller, 1776)",Polycera quadrilineata,Polycera,quadrilineata,,,"(Muller, 1776)",,,,,
facemari,"Facelinopsis marioni (Vayssiere, 1888)",Facelinopsis marioni,Facelinopsis,marioni,,,"(Vayssiere, 1888)",,,,,
cratsimb,"Cratena simba Edmunds, 1970",Cratena simba,Cratena,simba,,,"Edmunds, 1970",,,,,
crosviri,"Crosslandia viridis Eliot, 1903",Crosslandia viridis,Crosslandia,viridis,,,"Eliot, 1903",,,,,
cresacic,"Creseis acicula (Rang, 1828)",Creseis acicula,Creseis,acicula,,,"(Rang, 1828)",,,,,
pleuobes,"Pleurobranchaea obesa (Verrill, 1882)",Pleurobranchaea obesa,Pleurobranchaea,obesa,,,"(Verrill, 1882)",,,,,
glosaver,"Glossodoris averni Rudman,  1985",Glossodoris averni,Glossodoris,averni,,,"Rudman, 1985",,,,,
aldemode,"Alderia modesta (Loven, 1844)",Alderia modesta,Alderia,modesta,,,"(Loven, 1844)",,,,,
aglajidsp8,Aglajid sp. 8,Aglajid sp. 8,Aglajid,sp. 8,,,,,,,,
oxynviri,"Oxynoe viridis  (Pease, 1861)",Oxynoe viridis,Oxynoe,viridis,,,"(Pease, 1861)",,,,,
lilobrev,"Liloa brevis (Quoy & Gaimard, 1833)",Liloa brevis,Liloa,brevis,,,"(Quoy & Gaimard, 1833)",,,,,
chrocfhint,Chromodoris cf. hintuanensis,Chromodoris cf. hintuanensis,Chromodoris,cf. hintuanensis,,,,,,,,
cuthcfcaer,Cuthona cf. caerulea,Cuthona cf. caerulea,Cuthona,cf. caerulea,,,,,,,,
phyllong,"Phyllodesmium longicirrum (Bergh, 1905)",Phyllodesmium longicirrum,Phyllodesmium,longicirrum,,,"(Bergh, 1905)",,,,,
cratpere,"Cratena peregrina (Gmelin, 1791)",Cratena peregrina,Cratena,peregrina,,,"(Gmelin, 1791)",,,,,
peltnobi,"Peltodoris nobilis (MacFarland, 1905)",Peltodoris nobilis,Peltodoris,nobilis,,,"(MacFarland, 1905)",,,,,
noumpurp,"Noumea purpurea Baba, 1949",Noumea purpurea,Noumea,purpurea,,,"Baba, 1949",,,,,
hamikawa,"Hamineobulla kawamurai Habe, 1950",Hamineobulla kawamurai,Hamineobulla,kawamurai,,,"Habe, 1950",,,,,
melimaug,"Melibe maugeana Burn, 1960",Melibe maugeana,Melibe,maugeana,,,"Burn, 1960",,,,,
rostphep,"Rostanga phepha Garovoy, Valdés & Gosliner, 2001",Rostanga phepha,Rostanga,phepha,,,"Garovoy, Valdés & Gosliner, 2001",,,,,
favotsur,"Favorinus tsuruganus Baba & Abe, 1964",Favorinus tsuruganus,Favorinus,tsuruganus,,,"Baba & Abe, 1964",,,,,
agladepi,"Philinopsis depicta (Renier, 1807)",Philinopsis depicta,Philinopsis,depicta,,,"(Renier, 1807)",,,,,
bursleac,"Bursatella leachii de Blainville, 1817",Bursatella leachii,Bursatella,leachii,,,,,,,,
glaumarg,"Glaucilla marginata Bergh, 1860",Glaucilla marginata,Glaucilla,marginata,,,"Bergh, 1860",,,,,
armisp3,Armina sp. 3.,Armina sp. 3.,Armina,sp. 3.,,,,,,,,
phylrosa,"Phyllidiella rosans (Bergh, 1873)",Phyllidiella rosans,Phyllidiella,rosans,,,"(Bergh, 1873)",,,,,
dotosp2,Doto sp. 2.,Doto sp. 2.,Doto,sp. 2.,,,,,,,,
phidsp1,Phidiana sp 1 - Senegal,Phidiana sp 1-Senegal,Phidiana,sp 1-Senegal,,,,,,,,
elyssp16,Elysia sp. 16,Elysia sp. 16,Elysia,sp. 16,,,,,,,,
rostaust,"Rostanga australis Rudman & Avern, 1989",Rostanga australis,Rostanga,australis,,,"Rudman & Avern, 1989",,,,,
hallinde,"Hallaxa indecora (Bergh, 1905)",Hallaxa indecora,Hallaxa,indecora,,,"(Bergh, 1905)",,,,,
lomasp1,Lomanotus sp. 1.,Lomanotus sp. 1.,Lomanotus,sp. 1.,,,,,,,,
dendalbu,"Dendronotus albus Macfarland, 1966",Dendronotus albus,Dendronotus,albus,,,"Macfarland, 1966",,,,,
ercoendo,"Ercolania endophytophaga Jensen, 1999",Ercolania endophytophaga,Ercolania,endophytophaga,,,"Jensen, 1999",,,,,
glossp16,Glossodoris sp. 16,Glossodoris sp. 16,Glossodoris,sp. 16,,,,,,,,
bornvald,"Bornella valdae Pola, Rudman & Gosliner, 2009",Bornella valdae,Bornella,valdae,,,"Pola, Rudman & Gosliner, 2009",,,,,
ventvill,"Ventomnestia villica (Gould, 1859)",Ventomnestia villica,Ventomnestia,villica,,,"(Gould, 1859)",,,,,
favoghan,"Favorinus ghanensis Edmunds, 1968",Favorinus ghanensis,Favorinus,ghanensis,,,"Edmunds, 1968",,,,,
colppusi,"Colpodaspis pusilla M. Sars, 1870",Colpodaspis pusilla,Colpodaspis,pusilla,,,M. Sars 1870,,,,,
aplyoliv,"Hermaea oliviae (MacFarland, 1966)",Hermaea oliviae,Hermaea,oliviae,,,"(MacFarland, 1966)",,,,,
